Gender,Grade_Level,Study_Hours,Attendance (%),Exam_Score,Extra_Curricular,Internet_Access,Daily_Screen_Time,Part_Time_Job,Parent_Education_High School,Parent_Education_Master's,Parent_Education_PhD,Satisfaction_Level_Satisfied,Satisfaction_Level_Unsatisfied,Satisfaction_Level_Very Satisfied,Health_Status_Excellent,Health_Status_Good,Health_Status_Poor
0,9,1,80,81,1,1,3,1,0,0,0,1,0,0,0,1,0
0,10,4,82,66,1,1,4,0,1,0,0,0,0,0,1,0,0
0,9,5,100,89,0,1,1,0,0,0,0,0,0,0,0,1,0
0,12,3,76,62,0,1,2,0,0,0,0,1,0,0,0,0,0
1,12,3,89,96,1,1,3,1,1,0,0,0,0,1,0,0,0
0,10,3,69,90,0,1,6,1,0,0,0,0,0,0,1,0,0
0,11,1,81,78,1,1,2,0,1,0,0,0,0,0,0,1,0
1,10,5,100,84,1,1,4,0,0,1,0,1,0,0,0,1,0
1,11,2,90,88,1,1,6,0,0,1,0,1,0,0,0,0,0
1,9,2,100,78,0,1,2,0,0,1,0,0,0,1,0,0,0
0,12,3,91,81,0,1,4,0,0,0,0,0,0,0,1,0,0
0,9,4,78,66,0,0,2,0,0,0,0,0,0,1,0,1,0
1,10,1,89,86,0,1,3,0,1,0,0,1,0,0,0,1,0
1,10,3,100,74,0,1,2,0,0,0,1,0,0,1,0,1,0
1,9,4,74,69,0,0,2,0,0,0,0,0,0,1,0,1,0
0,10,4,93,70,0,1,8,0,0,0,1,1,0,0,0,0,0
0,11,2,69,69,0,1,5,0,0,0,1,0,0,1,0,0,0
1,9,4,90,82,1,0,5,0,0,0,0,1,0,0,0,1,0
0,11,3,85,65,1,1,4,0,0,0,0,0,0,1,0,1,0
1,12,4,89,82,1,1,1,0,1,0,0,0,0,0,0,1,0
1,9,2,63,91,1,1,4,0,0,0,0,0,0,0,1,0,0
0,11,2,76,85,1,1,5,0,0,0,1,0,0,0,0,0,0
0,12,2,95,84,1,1,2,0,1,0,0,0,0,0,0,0,1
1,12,4,71,93,0,1,5,0,1,0,0,0,0,1,1,0,0
0,10,3,81,77,1,1,5,0,1,0,0,1,0,0,0,1,0
0,11,0,89,59,1,1,6,0,1,0,0,0,0,1,0,1,0
0,11,0,69,91,1,1,3,0,0,0,0,1,0,0,0,1,0
1,10,2,100,66,0,1,2,0,1,0,0,0,0,1,0,1,0
0,11,0,73,93,1,1,3,1,0,0,0,1,0,0,0,0,0
1,10,2,79,77,1,1,6,0,0,0,0,0,0,1,0,1,0
0,12,3,96,96,0,1,1,0,0,1,0,0,0,1,1,0,0
1,10,2,71,68,0,1,1,0,1,0,0,1,0,0,0,1,0
0,10,3,75,60,1,1,4,0,0,1,0,1,0,0,0,1,0
1,10,3,84,75,1,1,3,0,1,0,0,0,0,1,0,0,0
1,10,1,82,61,1,1,4,0,1,0,0,0,1,0,0,0,1
0,10,4,95,47,0,1,5,1,0,0,0,0,0,1,0,0,0
0,9,1,70,65,1,1,3,0,0,1,0,0,0,0,0,0,0
0,12,2,70,61,1,1,1,0,1,0,0,0,0,1,1,0,0
0,11,1,87,76,1,1,7,0,1,0,0,0,0,1,0,1,0
1,11,1,86,66,1,0,2,1,1,0,0,0,1,0,0,1,0
1,10,2,100,95,0,1,2,1,0,1,0,1,0,0,0,1,0
0,12,1,93,87,1,1,5,0,0,0,0,0,0,1,0,0,0
1,12,1,93,98,1,1,3,0,0,0,1,1,0,0,1,0,0
1,10,1,75,90,1,1,3,0,0,0,0,0,0,1,0,0,0
0,11,3,90,80,1,0,4,0,0,0,0,1,0,0,0,0,0
0,12,3,71,90,1,1,5,0,0,0,0,1,0,0,0,1,0
0,9,4,82,74,0,1,3,0,1,0,0,0,0,1,1,0,0
0,11,0,90,83,0,1,6,0,0,0,0,0,0,0,1,0,0
1,11,2,96,69,0,1,1,0,0,0,1,1,0,0,0,0,1
0,11,3,74,74,0,1,5,1,0,1,0,0,0,1,1,0,0
0,10,2,87,69,0,1,2,0,1,0,0,1,0,0,0,0,0
1,12,2,93,68,1,1,6,0,0,1,0,1,0,0,0,0,1
1,12,0,100,95,0,1,4,0,0,0,1,0,0,0,1,0,0
0,12,1,91,67,0,1,2,0,0,0,0,0,1,0,1,0,0
1,11,3,87,71,0,1,4,0,0,1,0,0,0,0,0,1,0
0,11,1,78,61,1,1,5,1,0,0,0,0,0,1,0,1,0
1,11,1,84,64,1,1,4,0,1,0,0,0,0,0,1,0,0
0,10,4,99,66,0,1,2,0,0,0,1,0,0,1,0,1,0
1,10,3,89,82,0,1,3,0,0,0,0,1,0,0,1,0,0
0,12,3,92,82,0,1,3,1,0,1,0,1,0,0,0,1,0
0,11,1,93,88,1,1,3,0,0,0,0,0,0,0,1,0,0
1,9,1,85,85,1,1,5,1,0,0,0,0,0,0,1,0,0
1,12,2,95,100,1,1,1,1,0,0,0,1,0,0,0,0,0
1,10,1,71,79,0,1,4,0,0,0,1,1,0,0,1,0,0
0,10,4,82,96,1,1,3,0,0,0,0,1,0,0,0,1,0
1,12,0,91,65,1,1,2,0,0,0,0,0,0,1,0,0,0
0,9,5,100,63,0,1,2,0,1,0,0,0,0,0,0,1,0
1,10,2,93,69,1,1,3,0,0,0,0,1,0,0,0,0,1
1,10,2,85,46,0,1,1,0,0,1,0,1,0,0,0,1,0
0,12,2,78,67,1,1,2,0,0,0,1,1,0,0,1,0,0
1,10,5,72,87,0,1,2,0,0,1,0,0,0,1,0,0,0
0,10,2,82,86,1,1,4,0,1,0,0,0,1,0,0,1,0
1,10,3,90,89,0,1,2,0,0,1,0,1,0,0,1,0,0
1,9,2,78,58,0,1,3,0,0,0,0,1,0,0,0,1,0
1,9,1,100,93,1,1,6,0,0,1,0,0,0,0,0,0,0
0,12,0,71,82,1,1,5,1,0,1,0,1,0,0,0,1,0
0,12,3,90,71,1,1,5,0,0,0,1,0,0,1,0,1,0
0,12,2,88,76,0,1,3,1,0,0,0,0,0,0,0,1,0
0,9,0,82,62,0,1,4,0,1,0,0,1,0,0,1,0,0
1,10,3,100,80,1,1,3,1,0,1,0,1,0,0,0,1,0
1,9,2,94,82,0,0,3,0,0,0,0,1,0,0,1,0,0
1,12,3,91,100,1,0,4,0,0,0,1,0,0,0,0,1,0
1,9,1,89,61,0,1,3,0,0,1,0,1,0,0,0,0,0
1,9,3,75,68,0,1,6,0,0,1,0,1,0,0,0,1,0
0,9,2,94,88,1,1,3,0,0,0,0,1,0,0,0,1,0
1,10,1,85,64,1,1,4,0,0,1,0,1,0,0,0,1,0
0,12,1,82,70,1,1,6,0,0,1,0,1,0,0,0,0,1
0,10,6,89,54,1,1,5,0,0,0,0,0,0,1,0,0,0
1,11,2,95,100,1,1,1,0,1,0,0,0,0,0,0,0,0
1,10,0,66,100,1,1,4,0,0,1,0,0,0,1,0,0,0
1,11,3,76,83,1,1,5,0,0,1,0,0,0,0,0,1,0
1,12,0,85,79,1,1,5,0,0,0,1,1,0,0,0,0,1
0,11,4,74,76,1,1,2,0,1,0,0,0,1,0,0,1,0
1,9,1,87,61,1,0,3,0,0,1,0,1,0,0,0,0,0
1,9,2,75,84,1,1,5,0,0,1,0,0,1,0,0,0,0
1,11,4,82,75,0,1,2,0,0,1,0,1,0,0,0,1,0
0,11,0,82,74,0,1,3,0,0,0,0,0,1,0,0,0,0
1,9,6,73,96,1,1,6,1,0,0,1,1,0,0,1,0,0
0,12,4,87,100,1,1,3,0,0,1,0,0,1,0,0,0,1
1,9,3,88,74,0,1,2,1,0,0,1,1,0,0,0,1,0
1,11,4,95,65,0,1,2,0,0,0,0,1,0,0,1,0,0
0,9,1,82,62,1,1,4,1,0,0,0,1,0,0,0,1,0
1,12,2,97,68,1,1,2,0,0,0,0,1,0,0,0,0,0
0,12,2,85,87,1,0,3,0,0,1,0,1,0,0,0,1,0
1,9,0,78,78,1,1,4,1,1,0,0,1,0,0,0,1,0
1,9,4,80,46,1,0,5,0,0,0,0,1,0,0,1,0,0
0,10,3,78,57,1,1,5,0,0,1,0,1,0,0,1,0,0
1,10,2,83,65,0,1,2,0,0,0,0,1,0,0,0,0,0
0,12,0,93,94,1,1,5,0,1,0,0,0,0,0,1,0,0
0,9,3,73,71,1,1,3,0,0,1,0,1,0,0,0,0,1
1,11,2,90,85,1,1,2,1,0,0,0,1,0,0,0,0,1
1,12,1,85,81,1,1,3,0,0,1,0,0,0,0,1,0,0
0,12,5,92,86,1,1,6,0,1,0,0,0,0,1,0,0,0
1,9,3,99,81,1,1,4,0,0,1,0,0,0,0,0,0,1
0,12,1,99,85,0,1,4,1,0,0,1,0,1,0,0,0,0
0,11,2,80,79,1,1,6,1,1,0,0,0,0,1,0,1,0
1,10,3,86,79,0,1,1,0,0,0,0,1,0,0,0,1,0
1,9,5,95,77,0,1,2,0,0,0,0,0,0,1,0,1,0
0,9,4,74,80,1,1,1,0,0,0,1,1,0,0,0,0,0
1,12,5,82,62,1,1,4,1,0,1,0,0,1,0,0,1,0
0,12,2,74,63,1,1,4,0,1,0,0,1,0,0,1,0,0
1,11,2,70,75,0,1,6,0,0,0,1,1,0,0,1,0,0
0,11,4,75,97,0,1,4,0,0,0,0,0,1,0,0,0,0
1,12,3,95,65,0,1,3,0,0,0,0,1,0,0,1,0,0
0,11,4,74,88,1,1,4,1,0,1,0,0,0,0,0,1,0
1,9,3,90,57,0,1,4,0,0,0,0,0,0,1,0,0,1
0,11,1,90,60,1,1,1,0,0,1,0,0,1,0,0,0,1
1,12,3,71,87,1,0,8,0,1,0,0,1,0,0,0,0,0
0,9,1,90,84,1,1,4,0,0,0,0,0,0,0,0,1,0
1,12,1,90,78,1,1,4,0,1,0,0,0,0,1,0,0,0
1,11,2,74,45,0,1,4,0,1,0,0,1,0,0,0,1,0
1,12,3,69,76,1,1,5,0,0,0,0,1,0,0,0,0,1
1,12,2,91,70,1,1,3,0,1,0,0,1,0,0,1,0,0
0,12,2,92,80,1,1,3,1,0,0,1,1,0,0,0,0,0
1,10,3,89,51,0,0,4,0,0,1,0,0,0,0,1,0,0
0,11,4,91,59,0,1,4,0,0,0,0,1,0,0,1,0,0
1,11,2,84,72,1,0,2,0,0,0,0,1,0,0,0,0,1
0,12,3,99,91,1,1,6,0,0,1,0,0,0,0,0,1,0
0,11,1,91,94,1,1,4,0,0,1,0,0,0,1,0,0,1
1,10,3,95,100,0,1,5,0,1,0,0,1,0,0,1,0,0
0,10,4,87,90,1,1,6,0,0,0,1,1,0,0,0,1,0
1,11,3,85,69,1,1,4,0,0,1,0,1,0,0,0,0,1
0,12,5,76,97,1,0,4,0,0,1,0,0,0,1,0,0,0
0,12,3,71,80,1,1,5,0,0,1,0,1,0,0,0,0,0
1,12,0,91,88,0,1,2,0,1,0,0,1,0,0,1,0,0
1,11,2,86,100,1,1,4,1,0,1,0,0,0,0,0,1,0
0,11,2,74,97,1,1,4,0,1,0,0,0,1,0,1,0,0
0,10,5,85,90,1,1,2,0,0,1,0,0,1,0,0,0,0
0,9,5,77,67,1,1,7,0,0,1,0,1,0,0,0,0,1
1,12,4,100,83,0,1,1,0,1,0,0,1,0,0,1,0,0
0,9,1,100,67,1,1,2,0,0,0,1,1,0,0,0,0,1
0,9,2,88,98,0,1,5,0,1,0,0,0,0,0,1,0,0
0,10,4,89,81,0,1,5,0,0,0,1,1,0,0,0,0,0
0,10,3,90,37,1,0,2,0,0,1,0,0,0,1,0,0,1
0,12,2,87,57,1,1,4,0,1,0,0,1,0,0,0,1,0
1,10,3,82,100,1,1,6,0,0,1,0,0,0,0,1,0,0
1,12,5,80,72,0,1,3,1,0,0,0,0,0,0,1,0,0
1,11,2,80,77,1,1,7,0,1,0,0,1,0,0,0,0,0
1,9,1,73,84,1,1,1,0,1,0,0,1,0,0,0,0,0
1,11,3,76,88,1,1,5,1,0,0,0,1,0,0,0,1,0
0,9,2,87,87,0,1,5,0,0,1,0,1,0,0,0,1,0
1,10,2,89,67,1,1,5,0,0,0,0,1,0,0,0,1,0
1,12,2,82,63,1,1,3,0,0,0,0,1,0,0,0,0,0
0,10,2,69,67,1,1,3,0,0,0,1,1,0,0,1,0,0
0,11,2,82,71,1,1,4,0,0,0,0,0,0,1,0,1,0
0,9,2,89,88,0,1,5,0,1,0,0,1,0,0,1,0,0
1,10,2,72,59,1,1,4,1,0,0,1,1,0,0,0,1,0
0,12,2,81,63,0,1,5,0,0,0,1,0,0,1,0,1,0
0,11,1,80,77,0,0,2,0,0,0,0,0,0,0,1,0,0
0,12,3,79,68,1,1,3,0,0,0,0,0,0,0,0,1,0
1,11,1,84,62,0,1,2,1,0,0,0,0,0,1,1,0,0
1,9,3,67,69,1,1,3,0,0,1,0,0,0,0,1,0,0
1,12,3,86,100,1,1,5,1,0,1,0,0,0,0,0,1,0
0,9,3,74,73,0,0,4,0,0,1,0,0,0,0,0,1,0
0,11,0,84,62,1,1,7,0,1,0,0,0,1,0,0,0,1
1,11,4,79,73,0,1,4,1,0,0,0,1,0,0,0,0,1
1,11,2,100,70,1,1,4,0,0,0,0,1,0,0,0,0,0
0,12,5,93,82,0,1,4,0,0,0,0,1,0,0,0,0,0
1,9,3,88,46,1,0,3,0,0,1,0,1,0,0,0,0,0
1,9,2,93,74,1,1,3,0,0,0,0,1,0,0,0,0,0
0,11,0,84,100,1,1,5,1,0,1,0,0,0,0,0,0,0
0,12,4,84,89,0,1,4,0,0,0,0,1,0,0,0,1,0
0,10,2,67,61,0,1,2,1,0,0,0,0,0,0,0,0,1
0,11,5,82,71,1,1,2,0,0,0,1,0,0,0,0,0,1
0,9,2,100,99,0,1,3,0,0,0,0,1,0,0,0,1,0
1,9,6,83,79,1,0,4,0,1,0,0,1,0,0,0,1,0
1,11,0,99,57,1,1,5,0,1,0,0,1,0,0,0,1,0
0,10,3,74,66,0,1,1,0,0,0,0,1,0,0,0,1,0
1,10,1,78,66,0,0,3,0,1,0,0,1,0,0,1,0,0
0,10,2,93,58,0,1,4,0,1,0,0,1,0,0,0,1,0
1,12,3,97,67,0,1,1,1,0,1,0,0,1,0,0,1,0
1,11,1,82,92,1,1,2,0,1,0,0,1,0,0,1,0,0
0,11,3,79,82,0,1,2,0,0,0,0,1,0,0,1,0,0
1,9,1,91,81,1,1,2,0,0,0,0,0,1,0,0,1,0
1,11,2,76,61,1,0,4,0,0,0,0,1,0,0,0,1,0
0,10,3,97,65,1,1,3,0,0,0,0,1,0,0,0,0,0
0,12,3,64,66,1,1,3,0,1,0,0,1,0,0,0,1,0
1,12,2,75,60,1,1,4,0,0,0,0,1,0,0,1,0,0
0,12,2,87,72,1,1,6,0,0,0,0,1,0,0,0,1,0
0,12,0,63,65,1,1,6,1,0,0,0,0,0,0,1,0,0
1,11,3,57,67,1,1,1,0,0,0,1,0,0,0,0,1,0
1,11,2,98,69,1,0,4,0,0,1,0,1,0,0,1,0,0
1,9,3,86,43,1,1,3,0,0,1,0,1,0,0,0,1,0
0,10,4,87,82,1,1,4,0,0,0,1,1,0,0,0,0,1
0,10,8,64,100,0,1,3,0,0,0,0,0,0,0,0,1,0
0,10,2,87,74,0,1,4,0,0,0,0,1,0,0,0,0,0
0,11,2,79,79,0,1,4,0,0,0,0,1,0,0,0,0,1
1,10,0,92,68,1,1,3,1,0,0,0,0,0,0,1,0,0
1,12,1,80,93,0,1,2,0,0,0,1,0,1,0,0,0,0
0,10,2,88,64,1,1,3,0,1,0,0,1,0,0,0,1,0
1,10,4,91,100,1,1,4,0,0,0,0,1,0,0,0,0,0
0,12,2,91,76,1,1,4,0,0,0,1,0,0,1,0,0,0
1,11,4,77,86,0,1,5,0,1,0,0,0,0,1,1,0,0
0,11,2,84,76,1,1,3,0,0,0,0,1,0,0,0,0,0
0,12,3,83,78,1,1,4,0,0,0,0,1,0,0,0,1,0
1,11,5,94,88,1,1,5,1,0,0,0,0,0,1,0,1,0
0,11,2,76,89,0,1,5,0,0,1,0,1,0,0,0,1,0
0,9,4,99,65,0,1,3,1,0,0,0,0,0,0,1,0,0
1,10,2,68,69,1,1,3,0,1,0,0,1,0,0,0,1,0
1,10,4,80,84,1,1,4,0,1,0,0,1,0,0,0,1,0
1,10,2,88,57,1,1,2,0,0,0,0,1,0,0,1,0,0
1,12,3,55,72,0,1,3,1,0,1,0,1,0,0,0,0,0
1,12,0,97,86,1,1,5,0,1,0,0,0,1,0,0,1,0
1,10,3,100,60,0,1,4,0,0,1,0,0,1,0,1,0,0
1,9,5,94,71,1,0,3,1,1,0,0,0,0,1,0,1,0
0,9,4,73,62,0,1,4,0,0,0,1,1,0,0,1,0,0
0,9,2,79,59,1,1,2,0,1,0,0,1,0,0,0,1,0
0,12,4,82,80,1,1,5,0,1,0,0,0,0,1,1,0,0
1,10,2,66,79,1,0,3,0,0,1,0,1,0,0,1,0,0
1,11,0,84,54,1,1,3,1,0,0,1,1,0,0,0,0,0
1,10,5,94,76,1,1,3,0,0,0,0,0,0,0,0,0,0
1,10,4,76,83,0,1,3,0,0,0,0,0,0,1,0,1,0
0,10,3,87,94,1,1,3,0,0,1,0,0,0,0,0,1,0
1,9,4,87,50,0,1,4,0,1,0,0,1,0,0,0,0,0
1,12,1,83,76,0,1,3,0,0,0,0,1,0,0,0,0,1
1,12,1,100,97,1,1,6,0,1,0,0,0,0,1,0,0,0
0,11,3,85,71,0,1,6,1,0,0,0,1,0,0,1,0,0
1,12,1,85,78,0,1,2,0,1,0,0,1,0,0,0,1,0
1,9,1,88,72,1,1,4,0,0,0,0,0,0,1,0,1,0
0,11,0,76,68,0,1,3,0,1,0,0,1,0,0,0,0,0
1,9,5,90,54,1,1,3,0,0,0,0,1,0,0,0,0,0
1,11,3,69,91,1,1,7,0,0,0,0,0,0,0,0,0,0
0,11,2,84,94,0,1,3,0,0,0,0,1,0,0,0,0,0
0,11,1,71,66,1,0,4,0,0,0,1,1,0,0,1,0,0
1,12,4,69,32,1,1,4,0,0,0,0,1,0,0,1,0,0
1,11,2,90,93,1,1,2,0,0,0,0,1,0,0,0,0,0
0,11,2,80,92,0,1,2,1,0,1,0,1,0,0,0,0,1
1,9,0,81,77,0,1,2,0,0,1,0,1,0,0,0,0,0
1,9,3,79,75,1,1,2,0,1,0,0,1,0,0,0,1,0
0,9,0,78,81,0,1,1,0,1,0,0,0,0,1,0,0,0
1,9,1,85,81,0,1,4,0,0,1,0,1,0,0,0,0,0
0,9,2,86,60,1,1,7,0,1,0,0,0,0,0,0,0,0
1,9,2,91,77,1,1,4,0,0,1,0,0,0,1,0,1,0
0,11,2,87,85,0,1,1,0,0,1,0,1,0,0,0,1,0
1,12,0,96,69,0,1,3,0,0,0,0,0,0,0,0,1,0
0,10,3,96,54,0,1,3,0,1,0,0,1,0,0,0,0,0
1,10,1,82,63,1,1,2,1,0,1,0,1,0,0,1,0,0
1,10,5,76,66,1,1,5,1,1,0,0,0,0,0,1,0,0
0,11,3,72,69,1,1,5,0,0,1,0,1,0,0,0,0,0
1,9,3,81,73,1,1,2,0,0,1,0,0,1,0,0,0,0
1,11,2,69,79,1,1,5,0,0,1,0,1,0,0,0,1,0
0,11,5,85,78,0,1,6,0,0,0,1,0,0,0,0,0,1
1,12,4,72,100,1,1,6,0,0,0,1,1,0,0,0,1,0
0,10,3,100,64,0,1,8,1,0,0,0,0,0,0,0,1,0
1,11,5,92,83,1,1,2,0,0,0,0,0,0,0,0,1,0
0,11,3,82,93,1,1,8,0,0,1,0,0,0,1,0,0,0
0,10,3,65,58,1,1,3,1,0,1,0,0,0,1,0,1,0
0,12,2,88,74,1,1,3,0,0,0,1,0,0,1,1,0,0
0,9,4,65,77,1,1,4,1,0,0,0,1,0,0,0,0,0
1,10,0,92,73,0,1,3,0,0,1,0,1,0,0,0,1,0
0,9,3,76,94,0,1,4,0,0,1,0,0,0,0,0,0,1
0,9,4,90,73,1,1,2,1,0,0,0,1,0,0,0,0,1
0,9,3,77,87,1,1,3,1,0,0,0,0,0,0,0,1,0
0,11,5,95,64,0,1,5,1,1,0,0,1,0,0,0,0,0
1,10,3,72,83,1,1,3,1,0,0,0,0,0,0,0,0,1
1,11,3,66,57,1,1,4,0,1,0,0,0,0,0,0,0,0
1,11,2,81,56,1,1,4,0,1,0,0,0,0,0,0,1,0
1,12,3,87,72,0,1,5,0,0,1,0,1,0,0,0,1,0
1,12,1,95,99,1,1,1,0,0,0,0,1,0,0,0,0,0
0,12,2,78,82,1,1,4,0,1,0,0,1,0,0,0,1,0
0,12,2,83,86,0,1,3,0,1,0,0,1,0,0,0,0,0
1,12,0,98,76,1,1,4,0,0,0,0,1,0,0,0,1,0
0,12,2,84,74,1,1,5,0,0,0,1,1,0,0,0,1,0
0,9,0,99,75,1,1,2,0,0,1,0,1,0,0,0,1,0
1,9,3,94,59,0,1,2,0,0,1,0,1,0,0,1,0,0
1,11,3,82,87,1,1,1,0,0,0,0,0,0,1,1,0,0
1,11,0,84,65,0,1,3,0,1,0,0,1,0,0,0,0,1
0,11,3,89,64,0,1,6,0,1,0,0,1,0,0,1,0,0
0,11,1,83,61,1,1,3,0,0,0,0,1,0,0,0,0,1
0,10,4,81,31,0,0,1,0,0,0,0,0,0,1,1,0,0
1,9,2,74,50,1,1,3,0,0,1,0,0,0,1,0,0,0
0,12,1,86,94,1,0,1,0,1,0,0,0,0,1,0,0,0
1,12,3,78,81,1,0,2,0,0,1,0,0,0,0,0,0,1
0,10,2,78,57,1,1,4,0,0,0,1,0,0,1,0,0,0
0,12,0,81,77,1,1,2,1,0,0,0,1,0,0,0,1,0
1,12,2,80,60,1,1,5,0,1,0,0,0,0,0,1,0,0
1,11,3,71,86,1,1,3,0,0,0,0,1,0,0,0,1,0
0,11,1,77,52,0,1,4,1,0,0,0,1,0,0,0,1,0
0,11,2,94,82,1,0,3,0,1,0,0,0,0,0,0,1,0
1,10,4,90,58,0,1,5,0,0,0,1,0,0,0,0,0,0
0,12,2,77,94,1,1,5,0,0,1,0,1,0,0,0,0,1
1,12,1,93,88,1,1,4,1,0,1,0,1,0,0,0,0,1
1,10,5,80,85,1,1,4,1,0,1,0,0,0,1,0,0,0
0,12,6,78,51,1,1,3,0,0,1,0,0,1,0,0,0,0
1,11,0,92,46,1,1,4,0,1,0,0,1,0,0,0,0,1
0,11,2,89,77,0,1,3,0,0,1,0,1,0,0,0,0,0
0,11,3,87,94,0,1,4,0,0,1,0,1,0,0,0,0,0
0,12,1,78,63,0,1,3,0,1,0,0,0,0,1,1,0,0
1,10,4,94,81,1,1,3,0,0,1,0,0,0,1,0,0,0
1,10,4,73,100,0,1,2,0,1,0,0,0,0,0,0,1,0
1,12,5,92,100,1,1,4,0,0,0,0,0,1,0,0,1,0
0,9,0,79,63,1,1,5,0,1,0,0,1,0,0,0,1,0
1,12,4,74,86,0,1,5,0,0,0,0,0,0,0,0,0,1
0,12,5,91,79,0,1,2,0,0,1,0,0,0,0,0,0,0
1,9,1,76,93,1,1,5,0,1,0,0,1,0,0,0,0,1
0,12,4,84,68,1,1,3,0,0,0,0,0,0,1,0,0,0
0,12,0,74,100,1,1,4,0,1,0,0,0,0,1,0,0,0
1,12,1,86,90,0,1,2,0,0,1,0,1,0,0,0,1,0
0,11,1,86,89,1,1,4,1,0,0,1,1,0,0,0,1,0
1,9,3,100,49,0,1,4,0,0,0,0,1,0,0,0,1,0
0,10,4,83,86,1,1,1,1,0,0,0,0,1,0,0,1,0
1,11,3,77,78,1,1,4,0,0,0,0,1,0,0,0,0,0
0,12,0,91,79,1,0,6,0,0,0,0,1,0,0,1,0,0
0,10,3,95,80,1,1,3,1,0,1,0,1,0,0,0,0,0
1,12,3,76,64,1,1,6,0,0,0,1,1,0,0,0,1,0
1,10,4,99,71,0,1,3,0,0,1,0,1,0,0,0,1,0
0,10,3,75,92,0,1,5,0,0,0,0,1,0,0,0,1,0
1,11,4,100,61,0,1,1,0,0,0,0,1,0,0,0,0,0
0,12,2,87,84,0,1,7,0,1,0,0,0,1,0,0,1,0
1,11,2,76,88,0,1,6,1,1,0,0,1,0,0,0,0,1
0,11,4,75,95,1,1,3,0,0,1,0,1,0,0,0,0,1
0,9,4,86,76,0,0,1,0,1,0,0,0,0,1,0,0,0
1,10,3,76,75,1,1,4,0,0,0,1,0,0,0,0,0,0
1,12,0,93,51,1,1,1,0,0,1,0,0,0,0,0,1,0
1,9,5,81,71,1,1,4,0,0,0,0,1,0,0,1,0,0
0,12,2,82,96,1,1,4,1,0,0,1,1,0,0,0,0,0
1,11,0,97,80,1,1,2,0,1,0,0,1,0,0,1,0,0
1,9,1,74,100,0,1,5,0,0,0,0,1,0,0,1,0,0
0,10,1,73,92,1,1,5,0,1,0,0,0,0,1,1,0,0
0,9,3,75,78,1,1,5,0,1,0,0,1,0,0,1,0,0
1,12,1,96,90,1,1,4,0,0,1,0,1,0,0,0,0,0
1,10,3,88,100,1,1,1,0,0,0,0,1,0,0,0,0,1
1,12,3,73,81,1,1,5,0,0,0,0,0,0,1,0,1,0
0,10,6,74,69,1,1,3,0,0,1,0,0,1,0,0,1,0
1,11,3,84,60,1,1,1,0,0,0,0,0,0,0,1,0,0
0,9,4,100,77,1,1,6,0,0,0,1,0,0,0,1,0,0
1,10,1,69,78,0,1,7,0,0,1,0,1,0,0,0,1,0
1,11,4,89,74,0,1,3,0,0,0,0,1,0,0,0,0,0
1,9,2,74,87,1,1,7,1,0,0,1,1,0,0,0,0,0
0,10,4,69,98,1,1,4,1,0,0,0,0,1,0,0,0,1
1,12,3,98,54,1,1,3,0,1,0,0,1,0,0,0,1,0
1,9,0,83,82,0,1,3,1,0,0,0,0,0,0,0,1,0
1,10,5,92,71,1,1,6,0,0,0,0,1,0,0,1,0,0
0,12,1,97,60,1,1,2,1,0,1,0,0,1,0,0,1,0
0,11,5,82,98,0,1,5,0,0,1,0,0,0,0,1,0,0
1,12,4,83,67,1,1,3,0,0,1,0,1,0,0,0,1,0
0,10,2,89,76,1,1,3,0,0,0,0,1,0,0,1,0,0
0,12,2,83,76,1,1,5,0,0,0,0,0,0,1,0,0,0
1,9,0,89,60,0,1,3,0,0,0,0,1,0,0,1,0,0
0,11,1,68,48,0,1,3,0,0,0,0,1,0,0,0,1,0
0,10,0,77,100,0,1,5,1,0,0,1,1,0,0,0,0,0
0,10,2,86,81,1,1,6,0,0,0,0,0,1,0,0,0,0
0,10,3,84,57,1,1,4,0,0,0,0,1,0,0,1,0,0
1,11,5,100,49,0,1,3,0,0,0,0,1,0,0,0,0,1
1,9,1,82,60,0,1,3,0,0,0,0,0,1,0,0,1,0
1,10,3,77,100,1,1,4,1,0,0,1,0,0,0,0,0,0
0,10,4,87,90,0,1,4,0,1,0,0,1,0,0,0,1,0
0,12,4,79,62,1,1,2,0,0,0,0,1,0,0,1,0,0
0,9,3,93,77,1,0,5,0,0,0,0,1,0,0,0,0,0
1,9,0,76,73,0,1,4,1,0,0,1,0,0,0,0,1,0
0,9,2,100,54,1,1,1,0,0,0,0,1,0,0,1,0,0
0,12,3,99,100,0,1,2,0,0,1,0,1,0,0,0,1,0
1,11,2,89,83,1,1,3,0,0,0,0,1,0,0,1,0,0
0,9,3,84,81,1,1,3,0,0,0,1,0,0,1,0,1,0
1,9,0,91,76,0,1,6,0,0,1,0,1,0,0,0,0,0
1,10,2,100,64,0,1,4,1,0,0,0,0,0,0,0,1,0
1,12,2,100,62,1,1,2,0,0,1,0,1,0,0,0,1,0
0,12,2,83,87,1,0,4,1,0,1,0,1,0,0,0,0,0
1,10,3,72,67,0,1,3,1,0,1,0,1,0,0,0,0,0
0,10,2,84,81,1,1,4,0,0,0,0,1,0,0,0,0,1
0,11,3,67,90,0,1,4,0,0,0,0,0,0,1,0,1,0
0,12,3,98,81,0,1,5,0,0,1,0,1,0,0,1,0,0
0,10,4,89,95,1,1,3,0,0,0,0,0,0,0,0,0,1
