Student_ID,Gender,Grade_Level,Study_Hours,Attendance (%),Exam_Score,Parent_Education,Satisfaction_Level,Extra_Curricular,Internet_Access,Daily_Screen_Time,Part_Time_Job,Health_Status
1632,Female,11,2.84,84,69,PhD,Satisfied,Yes,Yes,3.47,No,Poor
1633,Male,9,2.61,100,83,Master's,Very Satisfied,Yes,Yes,3.66,No,Excellent
1634,Male,9,2.56,91,69,PhD,Neutral,No,Yes,4.44,No,Excellent
1635,Female,9,4.76,88,73,PhD,Satisfied,Yes,Yes,3.16,No,Good
1636,Male,11,3.67,69,58,High School,Very Satisfied,Yes,Yes,3.53,No,Excellent
1637,Female,9,1.21,86,100,Master's,Neutral,Yes,Yes,3.49,No,Excellent
1638,Female,10,6.35,91,82,High School,Satisfied,No,Yes,3.06,No,Excellent
1639,Male,12,0.3,79,63,Master's,Satisfied,Yes,Yes,5.84,No,Good
1640,Male,10,2.07,83,67,Bachelor's,Neutral,Yes,Yes,4.69,No,Average
1641,Male,12,0.03,92,58,High School,Satisfied,Yes,Yes,4.38,No,Average
1642,Male,12,3.36,100,61,Master's,Satisfied,Yes,Yes,5.21,No,Average
1643,Male,12,0,82,91,High School,Very Satisfied,Yes,Yes,3.6,Yes,Good
1644,Male,11,5.94,72,82,Bachelor's,Neutral,No,Yes,2.84,No,Average
1645,Female,10,2.3,83,100,Master's,Satisfied,No,Yes,3.1,Yes,Average
1646,Male,9,0.75,87,82,Master's,Neutral,No,Yes,4,No,Good
1647,Female,10,4.63,85,79,Master's,Neutral,Yes,Yes,2.41,No,Average
1648,Female,12,2.41,87,69,PhD,Unsatisfied,Yes,Yes,3.25,No,Good
1649,Male,10,3.93,81,80,Master's,Satisfied,Yes,Yes,3.23,No,Excellent
1650,Female,11,2.96,96,74,PhD,Satisfied,No,Yes,7.19,No,Good
1651,Male,10,0.34,97,61,Bachelor's,Unsatisfied,Yes,Yes,1,No,Good
1652,Female,9,2.02,79,95,Master's,Satisfied,No,Yes,3.73,No,Good
1653,Female,10,0,100,90,Bachelor's,Satisfied,Yes,Yes,6.59,Yes,Good
1654,Female,11,3.33,84,79,Master's,Satisfied,Yes,Yes,4.18,No,Average
1655,Male,12,3.78,91,83,Bachelor's,Neutral,Yes,Yes,5.13,Yes,Excellent
1656,Male,9,3.13,83,72,PhD,Very Satisfied,Yes,Yes,4.15,No,Average
1657,Male,12,2.71,96,83,PhD,Satisfied,No,Yes,3,No,Poor
1658,Female,10,0,91,77,Master's,Very Satisfied,No,Yes,1,No,Good
1659,Male,9,2.97,81,91,Bachelor's,Unsatisfied,Yes,Yes,4.31,No,Average
1660,Male,9,4.42,77,81,PhD,Very Satisfied,Yes,Yes,2.84,No,Average
1661,Female,11,1.54,71,65,Master's,Satisfied,No,Yes,2.8,No,Poor
1662,Female,12,4.29,94,82,Master's,Unsatisfied,No,Yes,3.25,No,Average
1663,Male,11,4.09,90,65,High School,Unsatisfied,Yes,Yes,6.62,No,Average
1664,Male,10,3.65,93,86,Bachelor's,Satisfied,Yes,Yes,7.61,No,Poor
1665,Male,11,4.78,92,80,Master's,Satisfied,Yes,Yes,4.33,No,Good
1666,Male,9,4.61,84,61,High School,Very Satisfied,Yes,Yes,3.3,No,Excellent
1667,Male,12,2.76,77,64,Master's,Unsatisfied,Yes,Yes,2.23,Yes,Average
1668,Male,9,2.78,77,70,High School,Neutral,Yes,No,4.7,No,Excellent
1669,Male,10,0.16,87,75,Bachelor's,Satisfied,Yes,Yes,6.67,No,Average
1670,Female,10,1.77,91,89,Bachelor's,Satisfied,Yes,Yes,3.63,No,Average
1671,Female,9,0.59,77,63,Master's,Unsatisfied,Yes,Yes,1,No,Average
1672,Female,11,1.59,93,72,Bachelor's,Neutral,No,Yes,5.01,No,Good
1673,Male,12,2.6,64,84,Bachelor's,Satisfied,No,Yes,5.48,No,Good
1674,Female,10,1.14,85,79,Bachelor's,Neutral,Yes,Yes,1.62,No,Good
1675,Male,9,5.04,71,30,High School,Satisfied,No,No,4.26,No,Good
1676,Male,9,3.28,100,93,High School,Satisfied,No,Yes,4.68,No,Good
1677,Female,10,3.31,80,87,High School,Very Satisfied,Yes,Yes,3.89,No,Good
1678,Male,12,1.54,89,82,High School,Neutral,Yes,Yes,2.81,No,Excellent
1679,Female,11,4.59,100,80,Master's,Satisfied,No,Yes,5.52,No,Average
1680,Male,9,2.24,84,48,High School,Very Satisfied,No,Yes,3.39,No,Average
1681,Male,12,1.96,80,67,High School,Satisfied,No,Yes,1.77,Yes,Good
1682,Female,11,3.23,76,91,Bachelor's,Satisfied,No,Yes,1,Yes,Good
1683,Male,11,3,84,70,High School,Satisfied,No,Yes,5.89,No,Average
1684,Female,10,3.23,93,61,Bachelor's,Satisfied,Yes,Yes,4.92,Yes,Average
1685,Female,10,2.01,81,54,Master's,Satisfied,Yes,Yes,4.13,Yes,Good
1686,Male,10,1.77,80,88,High School,Satisfied,Yes,Yes,3.34,No,Good
1687,Male,11,3.39,86,87,Master's,Satisfied,Yes,Yes,3.21,No,Average
1688,Male,11,2.79,88,73,High School,Satisfied,No,Yes,2.39,No,Excellent
1689,Female,9,3.4,79,38,High School,Very Satisfied,Yes,Yes,3.35,No,Good
1690,Female,12,2.8,99,88,PhD,Very Satisfied,No,Yes,1,No,Good
1691,Male,11,4.45,97,76,High School,Very Satisfied,Yes,Yes,2.9,No,Good
1692,Female,11,3.3,78,70,Bachelor's,Satisfied,Yes,Yes,3.53,No,Excellent
1693,Male,10,3.92,97,72,Master's,Satisfied,Yes,Yes,4.91,No,Average
1694,Male,12,2.32,85,84,Master's,Neutral,Yes,Yes,3.94,Yes,Average
1695,Female,11,0.83,62,66,PhD,Very Satisfied,No,Yes,5.19,No,Good
1696,Female,11,1.17,79,72,Bachelor's,Neutral,No,Yes,6.02,Yes,Good
1697,Male,10,2.32,99,79,High School,Satisfied,No,Yes,5.59,No,Poor
1698,Male,10,3.45,91,57,High School,Satisfied,Yes,Yes,4.71,No,Excellent
1699,Female,12,4.56,84,85,High School,Satisfied,Yes,Yes,4.02,No,Good
1700,Male,12,1.39,69,87,Bachelor's,Neutral,Yes,Yes,2.53,No,Average
1701,Male,9,3.56,75,61,High School,Satisfied,Yes,Yes,5.11,No,Average
1702,Male,10,4.69,73,99,Master's,Satisfied,No,Yes,6.52,No,Average
1703,Male,10,1.65,91,70,PhD,Satisfied,No,Yes,4.51,No,Good
1704,Male,11,3.9,79,72,Bachelor's,Very Satisfied,No,Yes,6.88,No,Excellent
1705,Male,12,3.06,74,86,PhD,Satisfied,Yes,Yes,1.71,Yes,Good
1706,Male,9,2.23,82,60,Bachelor's,Very Satisfied,No,Yes,2.27,Yes,Excellent
1707,Male,9,0,83,100,High School,Very Satisfied,Yes,Yes,5.28,No,Excellent
1708,Male,10,4.18,84,71,High School,Satisfied,No,No,4.4,Yes,Good
1709,Male,11,3.03,90,57,PhD,Unsatisfied,Yes,Yes,5.97,No,Good
1710,Male,10,4.67,92,85,PhD,Satisfied,Yes,Yes,3.98,No,Good
1711,Male,9,3.66,85,85,PhD,Very Satisfied,Yes,Yes,2.7,No,Good
1712,Female,9,3.89,81,66,High School,Satisfied,No,Yes,3.68,Yes,Poor
1713,Male,12,3.15,100,56,Master's,Satisfied,Yes,Yes,1.7,No,Good
1714,Male,12,0.8,86,75,Master's,Neutral,Yes,Yes,2.31,Yes,Poor
1715,Male,10,3.26,87,71,Bachelor's,Satisfied,No,Yes,5.46,Yes,Excellent
1716,Male,9,5.23,68,62,Master's,Satisfied,Yes,Yes,5.31,Yes,Excellent
1717,Female,12,2.85,68,72,Bachelor's,Satisfied,Yes,Yes,4.54,No,Average
1718,Male,9,5.49,85,78,Bachelor's,Neutral,Yes,Yes,1.42,Yes,Average
1719,Male,10,1.11,78,69,Master's,Very Satisfied,Yes,Yes,3.46,No,Good
1720,Male,12,2.52,97,83,Master's,Satisfied,No,Yes,2.16,Yes,Good
1721,Female,11,1.33,87,82,PhD,Satisfied,No,Yes,5.76,Yes,Average
1722,Female,11,4.71,100,59,High School,Satisfied,Yes,Yes,3.12,No,Good
1723,Male,9,1.78,72,71,PhD,Satisfied,No,Yes,2.37,No,Average
1724,Male,12,3.7,94,73,Bachelor's,Satisfied,Yes,Yes,4.04,No,Poor
1725,Male,10,2.52,86,62,High School,Satisfied,Yes,Yes,3.04,No,Poor
1726,Female,9,6.13,68,77,Master's,Very Satisfied,Yes,Yes,6.23,No,Average
1727,Female,11,6.04,85,72,PhD,Very Satisfied,Yes,No,2.9,No,Good
1728,Male,10,2.46,83,95,High School,Satisfied,Yes,Yes,1.9,No,Excellent
1729,Female,9,0,100,53,Master's,Satisfied,No,Yes,1,No,Good
1730,Male,10,2.6,80,83,Master's,Very Satisfied,No,Yes,3.95,No,Good
1731,Female,11,0.6,89,100,High School,Unsatisfied,Yes,Yes,3.16,No,Average
1732,Male,10,0.96,86,65,Master's,Unsatisfied,Yes,Yes,1.86,No,Good
1733,Female,9,3.64,85,65,Bachelor's,Satisfied,No,Yes,5.78,No,Average
1734,Male,11,3.73,100,72,Master's,Very Satisfied,No,Yes,5,Yes,Good
1735,Female,9,4.08,72,60,High School,Satisfied,No,Yes,3.96,No,Excellent
1736,Male,9,3.71,99,80,Master's,Very Satisfied,Yes,Yes,6.05,No,Average
1737,Male,11,2.53,84,56,Master's,Satisfied,No,Yes,4.99,No,Good
1738,Male,11,3.91,93,68,Bachelor's,Neutral,Yes,Yes,2.77,Yes,Poor
1739,Male,12,2.29,87,68,Master's,Very Satisfied,Yes,Yes,2.44,No,Average
1740,Female,10,2.9,100,71,Master's,Satisfied,Yes,Yes,5.23,Yes,Average
1741,Female,10,2.46,78,86,Master's,Very Satisfied,Yes,Yes,4.59,No,Average
1742,Female,11,2.73,78,94,Master's,Neutral,Yes,Yes,4.25,Yes,Average
1743,Male,9,5.13,78,47,PhD,Very Satisfied,Yes,Yes,2.73,No,Average
1744,Female,9,4.51,78,86,High School,Satisfied,Yes,Yes,4.91,No,Good
1745,Male,9,0.04,93,56,PhD,Neutral,No,No,2.87,Yes,Average
1746,Male,10,4.1,85,60,Bachelor's,Satisfied,Yes,Yes,3.85,No,Good
1747,Male,11,2.39,91,76,Bachelor's,Neutral,Yes,Yes,6.17,No,Excellent
1748,Male,9,3.88,100,51,Bachelor's,Satisfied,Yes,Yes,3.01,Yes,Good
1749,Male,9,5.43,86,61,Bachelor's,Satisfied,No,Yes,1.64,No,Average
1750,Male,12,1,83,88,Bachelor's,Satisfied,Yes,Yes,2.42,No,Average
1751,Female,9,2.81,100,53,Master's,Satisfied,Yes,No,5.49,No,Excellent
1752,Male,10,2.98,72,80,Bachelor's,Satisfied,Yes,Yes,4.38,Yes,Good
1753,Male,11,4.33,80,35,High School,Neutral,No,No,3.81,No,Good
1754,Male,9,3.3,89,81,Bachelor's,Very Satisfied,No,Yes,3.24,No,Average
1755,Male,9,4.85,74,85,Bachelor's,Very Satisfied,Yes,Yes,4.73,No,Good
1756,Male,11,4.79,67,79,Bachelor's,Satisfied,Yes,Yes,2.73,No,Average
1757,Female,9,2.24,84,80,Bachelor's,Satisfied,No,Yes,4.46,No,Excellent
1758,Female,10,2.27,78,75,High School,Satisfied,Yes,Yes,2.9,Yes,Excellent
1759,Male,12,1.37,74,85,Master's,Satisfied,No,Yes,2.65,Yes,Poor
1760,Female,11,1.28,91,81,Bachelor's,Unsatisfied,Yes,Yes,3.04,No,Good
1761,Female,12,0.41,78,92,High School,Satisfied,Yes,Yes,3.44,No,Average
1762,Female,9,1.53,80,81,Bachelor's,Satisfied,Yes,Yes,3.93,Yes,Good
1763,Female,10,4.18,82,66,High School,Neutral,Yes,Yes,4.35,No,Excellent
1764,Female,9,5.13,100,89,Bachelor's,Neutral,No,Yes,1,No,Good
1765,Female,12,3.13,76,62,Bachelor's,Satisfied,No,Yes,2.79,No,Average
1766,Male,12,3.78,89,96,High School,Very Satisfied,Yes,Yes,3.41,Yes,Average
1767,Female,10,3.98,69,90,Bachelor's,Neutral,No,Yes,6.26,Yes,Excellent
1768,Female,11,1.5,81,78,High School,Neutral,Yes,Yes,2.38,No,Good
1769,Male,10,5.99,100,84,Master's,Satisfied,Yes,Yes,4.24,No,Good
1770,Male,11,2.73,90,88,Master's,Satisfied,Yes,Yes,6.24,No,Average
1771,Male,9,2.52,100,78,Master's,Very Satisfied,No,Yes,2.03,No,Average
1772,Female,12,3.75,91,81,Bachelor's,Neutral,No,Yes,4.59,No,Excellent
1773,Female,9,4.26,78,66,Bachelor's,Very Satisfied,No,No,2.8,No,Good
1774,Male,10,1.35,89,86,High School,Satisfied,No,Yes,3.24,No,Good
1775,Male,10,3.69,100,74,PhD,Very Satisfied,No,Yes,2.8,No,Good
1776,Male,9,4,74,69,Bachelor's,Very Satisfied,No,No,2.9,No,Good
1777,Female,10,4.04,93,70,PhD,Satisfied,No,Yes,8.08,No,Average
1778,Female,11,2.89,69,69,PhD,Very Satisfied,No,Yes,5.27,No,Average
1779,Male,9,4.34,90,82,Bachelor's,Satisfied,Yes,No,5.65,No,Good
1780,Female,11,3.07,85,65,Bachelor's,Very Satisfied,Yes,Yes,4.74,No,Good
1781,Male,12,4.05,89,82,High School,Neutral,Yes,Yes,1.59,No,Good
1782,Male,9,2.21,63,91,Bachelor's,Neutral,Yes,Yes,4.59,No,Excellent
1783,Female,11,2.28,76,85,PhD,Neutral,Yes,Yes,5.61,No,Average
1784,Female,12,2.41,95,84,High School,Neutral,Yes,Yes,2.72,No,Poor
1785,Male,12,4.03,71,93,High School,Very Satisfied,No,Yes,5.45,No,Excellent
1786,Female,10,3.39,81,77,High School,Satisfied,Yes,Yes,5.06,No,Good
1787,Female,11,0.34,89,59,High School,Very Satisfied,Yes,Yes,6.78,No,Good
1788,Female,11,0.97,69,91,Bachelor's,Satisfied,Yes,Yes,3.37,No,Good
1789,Male,10,2.06,100,66,High School,Very Satisfied,No,Yes,2.35,No,Good
1790,Female,11,0.44,73,93,Bachelor's,Satisfied,Yes,Yes,3.46,Yes,Average
1791,Male,10,2.77,79,77,Bachelor's,Very Satisfied,Yes,Yes,6.15,No,Good
1792,Female,12,3.75,96,96,Master's,Very Satisfied,No,Yes,1.26,No,Excellent
1793,Male,10,2.46,71,68,High School,Satisfied,No,Yes,1,No,Good
1794,Female,10,3.39,75,60,Master's,Satisfied,Yes,Yes,4.13,No,Good
1795,Male,10,3.52,84,75,High School,Very Satisfied,Yes,Yes,3.34,No,Average
1796,Male,10,1.86,82,61,High School,Unsatisfied,Yes,Yes,4.01,No,Poor
1797,Female,10,4.34,95,47,Bachelor's,Very Satisfied,No,Yes,5.42,Yes,Average
1798,Female,9,1.61,70,65,Master's,Neutral,Yes,Yes,3.17,No,Average
1799,Female,12,2.87,70,61,High School,Very Satisfied,Yes,Yes,1.19,No,Excellent
1800,Female,11,1.49,87,76,High School,Very Satisfied,Yes,Yes,7.07,No,Good
1801,Male,11,1.92,86,66,High School,Unsatisfied,Yes,No,2.5,Yes,Good
1802,Male,10,2.59,100,95,Master's,Satisfied,No,Yes,2.41,Yes,Good
1803,Female,12,1.05,93,87,Bachelor's,Very Satisfied,Yes,Yes,5.66,No,Average
1804,Male,12,1.28,93,98,PhD,Satisfied,Yes,Yes,3.42,No,Excellent
1805,Male,10,1.32,75,90,Bachelor's,Very Satisfied,Yes,Yes,3.9,No,Average
1806,Female,11,3.41,90,80,Bachelor's,Satisfied,Yes,No,4.72,No,Average
1807,Female,12,3.59,71,90,Bachelor's,Satisfied,Yes,Yes,5.63,No,Good
1808,Female,9,4.75,82,74,High School,Very Satisfied,No,Yes,3.5,No,Excellent
1809,Female,11,0.7,90,83,Bachelor's,Neutral,No,Yes,6.28,No,Excellent
1810,Male,11,2.91,96,69,PhD,Satisfied,No,Yes,1,No,Poor
1811,Female,11,3.85,74,74,Master's,Very Satisfied,No,Yes,5.14,Yes,Excellent
1812,Female,10,2.74,87,69,High School,Satisfied,No,Yes,2.74,No,Average
1813,Male,12,2.8,93,68,Master's,Satisfied,Yes,Yes,6.06,No,Poor
1814,Male,12,0.59,100,95,PhD,Neutral,No,Yes,4.21,No,Excellent
1815,Female,12,1.06,91,67,Bachelor's,Unsatisfied,No,Yes,2.99,No,Excellent
1816,Male,11,3.4,87,71,Master's,Neutral,No,Yes,4.99,No,Good
1817,Female,11,1.82,78,61,Bachelor's,Very Satisfied,Yes,Yes,5.34,Yes,Good
1818,Male,11,1.75,84,64,High School,Neutral,Yes,Yes,4.96,No,Excellent
1819,Female,10,4.02,99,66,PhD,Very Satisfied,No,Yes,2.46,No,Good
1820,Male,10,3.36,89,82,Bachelor's,Satisfied,No,Yes,3.27,No,Excellent
1821,Female,12,3.11,92,82,Master's,Satisfied,No,Yes,3.99,Yes,Good
1822,Female,11,1.14,93,88,Bachelor's,Neutral,Yes,Yes,3.94,No,Excellent
1823,Male,9,1.86,85,85,Bachelor's,Neutral,Yes,Yes,5.12,Yes,Excellent
1824,Male,12,2.69,95,100,Bachelor's,Satisfied,Yes,Yes,1,Yes,Average
1825,Male,10,1.82,71,79,PhD,Satisfied,No,Yes,4.5,No,Excellent
1826,Female,10,4.08,82,96,Bachelor's,Satisfied,Yes,Yes,3.57,No,Good
1827,Male,12,0.99,91,65,Bachelor's,Very Satisfied,Yes,Yes,2.74,No,Average
1828,Female,9,5.58,100,63,High School,Neutral,No,Yes,2.89,No,Good
1829,Male,10,2.18,93,69,Bachelor's,Satisfied,Yes,Yes,3.68,No,Poor
1830,Male,10,2.93,85,46,Master's,Satisfied,No,Yes,1,No,Good
1831,Female,12,2.98,78,67,PhD,Satisfied,Yes,Yes,2.95,No,Excellent
1832,Male,10,5.17,72,87,Master's,Very Satisfied,No,Yes,2.69,No,Average
1833,Female,10,2.58,82,86,High School,Unsatisfied,Yes,Yes,4.8,No,Good
1834,Male,10,3.51,90,89,Master's,Satisfied,No,Yes,2.79,No,Excellent
1835,Male,9,2.5,78,58,Bachelor's,Satisfied,No,Yes,3.68,No,Good
1836,Male,9,1.76,100,93,Master's,Neutral,Yes,Yes,6.31,No,Average
1837,Female,12,0.97,71,82,Master's,Satisfied,Yes,Yes,5.49,Yes,Good
1838,Female,12,3.82,90,71,PhD,Very Satisfied,Yes,Yes,5.35,No,Good
1839,Female,12,2.81,88,76,Bachelor's,Neutral,No,Yes,3.25,Yes,Good
1840,Female,9,0,82,62,High School,Satisfied,No,Yes,4.81,No,Excellent
1841,Male,10,3.26,100,80,Master's,Satisfied,Yes,Yes,3.65,Yes,Good
1842,Male,9,2.53,94,82,Bachelor's,Satisfied,No,No,3.71,No,Excellent
1843,Male,12,3.63,91,100,PhD,Neutral,Yes,No,4.61,No,Good
1844,Male,9,1.3,89,61,Master's,Satisfied,No,Yes,3.1,No,Average
1845,Male,9,3.83,75,68,Master's,Satisfied,No,Yes,6.24,No,Good
1846,Female,9,2.56,94,88,Bachelor's,Satisfied,Yes,Yes,3.76,No,Good
1847,Male,10,1.13,85,64,Master's,Satisfied,Yes,Yes,4.93,No,Good
1848,Female,12,1.11,82,70,Master's,Satisfied,Yes,Yes,6.18,No,Poor
1849,Female,10,6.64,89,54,Bachelor's,Very Satisfied,Yes,Yes,5.55,No,Average
1850,Male,11,2.15,95,100,High School,Neutral,Yes,Yes,1.89,No,Average
1851,Male,10,0.62,66,100,Master's,Very Satisfied,Yes,Yes,4.67,No,Average
1852,Male,11,3.58,76,83,Master's,Neutral,Yes,Yes,5.28,No,Good
1853,Male,12,0,85,79,PhD,Satisfied,Yes,Yes,5.34,No,Poor
1854,Female,11,4.39,74,76,High School,Unsatisfied,Yes,Yes,2.33,No,Good
1855,Male,9,1.61,87,61,Master's,Satisfied,Yes,No,3.01,No,Average
1856,Male,9,2.39,75,84,Master's,Unsatisfied,Yes,Yes,5.49,No,Average
1857,Male,11,4.29,82,75,Master's,Satisfied,No,Yes,2.86,No,Good
1858,Female,11,0.83,82,74,Bachelor's,Unsatisfied,No,Yes,3.55,No,Average
1859,Male,9,6.93,73,96,PhD,Satisfied,Yes,Yes,6.36,Yes,Excellent
1860,Female,12,4.5,87,100,Master's,Unsatisfied,Yes,Yes,3.93,No,Poor
1861,Male,9,3.56,88,74,PhD,Satisfied,No,Yes,2.91,Yes,Good
1862,Male,11,4.84,95,65,Bachelor's,Satisfied,No,Yes,2.68,No,Excellent
1863,Female,9,1.02,82,62,Bachelor's,Satisfied,Yes,Yes,4.5,Yes,Good
1864,Male,12,2.9,97,68,Bachelor's,Satisfied,Yes,Yes,2,No,Average
1865,Female,12,2.94,85,87,Master's,Satisfied,Yes,No,3.63,No,Good
1866,Male,9,0,78,78,High School,Satisfied,Yes,Yes,4.5,Yes,Good
1867,Male,9,4.8,80,46,Bachelor's,Satisfied,Yes,No,5.95,No,Excellent
1868,Female,10,3.93,78,57,Master's,Satisfied,Yes,Yes,5,No,Excellent
1869,Male,10,2.06,83,65,Bachelor's,Satisfied,No,Yes,2.93,No,Average
1870,Female,12,0,93,94,High School,Neutral,Yes,Yes,5.77,No,Excellent
1871,Female,9,3.98,73,71,Master's,Satisfied,Yes,Yes,3.55,No,Poor
1872,Male,11,2.99,90,85,Bachelor's,Satisfied,Yes,Yes,2.15,Yes,Poor
1873,Male,12,1.9,85,81,Master's,Neutral,Yes,Yes,3.74,No,Excellent
1874,Female,12,5.18,92,86,High School,Very Satisfied,Yes,Yes,6.16,No,Average
1875,Male,9,3.13,99,81,Master's,Neutral,Yes,Yes,4.25,No,Poor
1876,Female,12,1.71,99,85,PhD,Unsatisfied,No,Yes,4.02,Yes,Average
1877,Female,11,2.34,80,79,High School,Very Satisfied,Yes,Yes,6.46,Yes,Good
1878,Male,10,3.69,86,79,Bachelor's,Satisfied,No,Yes,1.85,No,Good
1879,Male,9,5.55,95,77,Bachelor's,Very Satisfied,No,Yes,2.07,No,Good
1880,Female,9,4.41,74,80,PhD,Satisfied,Yes,Yes,1.58,No,Average
1881,Male,12,5.71,82,62,Master's,Unsatisfied,Yes,Yes,4.56,Yes,Good
1882,Female,12,2.02,74,63,High School,Satisfied,Yes,Yes,4.25,No,Excellent
1883,Male,11,2.44,70,75,PhD,Satisfied,No,Yes,6.31,No,Excellent
1884,Female,11,4.35,75,97,Bachelor's,Unsatisfied,No,Yes,4.37,No,Average
1885,Male,12,3.77,95,65,Bachelor's,Satisfied,No,Yes,3.39,No,Excellent
1886,Female,11,4.28,74,88,Master's,Neutral,Yes,Yes,4,Yes,Good
1887,Male,9,3.26,90,57,Bachelor's,Very Satisfied,No,Yes,4.18,No,Poor
1888,Female,11,1.66,90,60,Master's,Unsatisfied,Yes,Yes,1.49,No,Poor
1889,Male,12,3.69,71,87,High School,Satisfied,Yes,No,8.07,No,Average
1890,Female,9,1.15,90,84,Bachelor's,Neutral,Yes,Yes,4.78,No,Good
1891,Male,12,1.95,90,78,High School,Very Satisfied,Yes,Yes,4.32,No,Average
1892,Male,11,2.19,74,45,High School,Satisfied,No,Yes,4.92,No,Good
1893,Male,12,3.52,69,76,Bachelor's,Satisfied,Yes,Yes,5.06,No,Poor
1894,Male,12,2.6,91,70,High School,Satisfied,Yes,Yes,3.79,No,Excellent
1895,Female,12,2.51,92,80,PhD,Satisfied,Yes,Yes,3.05,Yes,Average
1896,Male,10,3.47,89,51,Master's,Neutral,No,No,4.9,No,Excellent
1897,Female,11,4.14,91,59,Bachelor's,Satisfied,No,Yes,4.58,No,Excellent
1898,Male,11,2.63,84,72,Bachelor's,Satisfied,Yes,No,2.79,No,Poor
1899,Female,12,3.5,99,91,Master's,Neutral,Yes,Yes,6.13,No,Good
1900,Female,11,1.03,91,94,Master's,Very Satisfied,Yes,Yes,4.44,No,Poor
1901,Male,10,3.58,95,100,High School,Satisfied,No,Yes,5.09,No,Excellent
1902,Female,10,4.54,87,90,PhD,Satisfied,Yes,Yes,6.09,No,Good
1903,Male,11,3.22,85,69,Master's,Satisfied,Yes,Yes,4.03,No,Poor
1904,Female,12,5.35,76,97,Master's,Very Satisfied,Yes,No,4.48,No,Average
1905,Female,12,3.75,71,80,Master's,Satisfied,Yes,Yes,5.22,No,Average
1906,Male,12,0,91,88,High School,Satisfied,No,Yes,2.91,No,Excellent
1907,Male,11,2.11,86,100,Master's,Neutral,Yes,Yes,4.08,Yes,Good
1908,Female,11,2.24,74,97,High School,Unsatisfied,Yes,Yes,4.19,No,Excellent
1909,Female,10,5.94,85,90,Master's,Unsatisfied,Yes,Yes,2.57,No,Average
1910,Female,9,5.01,77,67,Master's,Satisfied,Yes,Yes,7.48,No,Poor
1911,Male,12,4.85,100,83,High School,Satisfied,No,Yes,1.89,No,Excellent
1912,Female,9,1.68,100,67,PhD,Satisfied,Yes,Yes,2.05,No,Poor
1913,Female,9,2.5,88,98,High School,Neutral,No,Yes,5.97,No,Excellent
1914,Female,10,4.28,89,81,PhD,Satisfied,No,Yes,5.07,No,Average
1915,Female,10,3.07,90,37,Master's,Very Satisfied,Yes,No,2.46,No,Poor
1916,Female,12,2.56,87,57,High School,Satisfied,Yes,Yes,4.91,No,Good
1917,Male,10,3.58,82,100,Master's,Neutral,Yes,Yes,6.2,No,Excellent
1918,Male,12,5.36,80,72,Bachelor's,Neutral,No,Yes,3.95,Yes,Excellent
1919,Male,11,2.89,80,77,High School,Satisfied,Yes,Yes,7.9,No,Average
1920,Male,9,1.86,73,84,High School,Satisfied,Yes,Yes,1.41,No,Average
1921,Male,11,3.94,76,88,Bachelor's,Satisfied,Yes,Yes,5.04,Yes,Good
1922,Female,9,2.05,87,87,Master's,Satisfied,No,Yes,5.75,No,Good
1923,Male,10,2.95,89,67,Bachelor's,Satisfied,Yes,Yes,5.34,No,Good
1924,Male,12,2.71,82,63,Bachelor's,Satisfied,Yes,Yes,3.69,No,Average
1925,Female,10,2.73,69,67,PhD,Satisfied,Yes,Yes,3.56,No,Excellent
1926,Female,11,2.57,82,71,Bachelor's,Very Satisfied,Yes,Yes,4.67,No,Good
1927,Female,9,2.91,89,88,High School,Satisfied,No,Yes,5.22,No,Excellent
1928,Male,10,2.03,72,59,PhD,Satisfied,Yes,Yes,4.9,Yes,Good
1929,Female,12,2.27,81,63,PhD,Very Satisfied,No,Yes,5.56,No,Good
1930,Female,11,1.06,80,77,Bachelor's,Neutral,No,No,2.47,No,Excellent
1931,Female,12,3.89,79,68,Bachelor's,Neutral,Yes,Yes,3.66,No,Good
1932,Male,11,1.61,84,62,Bachelor's,Very Satisfied,No,Yes,2.59,Yes,Excellent
1933,Male,9,3.86,67,69,Master's,Neutral,Yes,Yes,3.42,No,Excellent
1934,Male,12,3.45,86,100,Master's,Neutral,Yes,Yes,5.52,Yes,Good
1935,Female,9,3.52,74,73,Master's,Neutral,No,No,4.16,No,Good
1936,Female,11,0.34,84,62,High School,Unsatisfied,Yes,Yes,7.91,No,Poor
1937,Male,11,4.37,79,73,Bachelor's,Satisfied,No,Yes,4.29,Yes,Poor
1938,Male,11,2.05,100,70,Bachelor's,Satisfied,Yes,Yes,4.09,No,Average
1939,Female,12,5.75,93,82,Bachelor's,Satisfied,No,Yes,4.16,No,Average
1940,Male,9,3.55,88,46,Master's,Satisfied,Yes,No,3.04,No,Average
1941,Male,9,2.58,93,74,Bachelor's,Satisfied,Yes,Yes,3.91,No,Average
1942,Female,11,0.89,84,100,Master's,Neutral,Yes,Yes,5.69,Yes,Average
1943,Female,12,4.87,84,89,Bachelor's,Satisfied,No,Yes,4.17,No,Good
1944,Female,10,2.45,67,61,Bachelor's,Neutral,No,Yes,2.81,Yes,Poor
1945,Female,11,5.34,82,71,PhD,Neutral,Yes,Yes,2.61,No,Poor
1946,Female,9,2.55,100,99,Bachelor's,Satisfied,No,Yes,3.32,No,Good
1947,Male,9,6.33,83,79,High School,Satisfied,Yes,No,4.11,No,Good
